詞彙,注音,英譯,量詞
容,ㄖㄨㄥˊ,to hold / to contain / to allow / to tolerate / appearance / look / countenance,
容量,ㄖㄨㄥˊ ㄌㄧㄤˋ,capacity / volume / quantitative (science),
容納,ㄖㄨㄥˊ ㄋㄚˋ,to hold / to contain / to accommodate / to tolerate (different opinions),
容器,ㄖㄨㄥˊ ㄑㄧˋ,receptacle / vessel / (computing) container,
容許,ㄖㄨㄥˊ ㄒㄩˇ,to permit / to allow,
溶,ㄖㄨㄥˊ,to dissolve / soluble,
溶化,ㄖㄨㄥˊ ㄏㄨㄚˋ,to melt / to dissolve (of sugar etc),
融合,ㄖㄨㄥˊ ㄏㄜˊ,a mixture / an amalgam / fusion / welding together / to be in harmony with (nature) / to harmonize with / to fit in,
融洽,ㄖㄨㄥˊ ㄑㄧㄚˋ,harmonious / friendly relations / on good terms with one another,
榮譽,ㄖㄨㄥˊ ㄩˋ,honor / credit / glory / (honorable) reputation / honorary,
揉,ㄖㄡˊ,to knead / to massage / to rub,
柔軟,ㄖㄡˊ ㄖㄨㄢˇ,soft,
肉麻,ㄖㄡˋ ㄇㄚˊ,sickening / corny / sappy / maudlin / fulsome (of praise),
肉體,ㄖㄡˋ ㄊㄧˇ,physical body,
如此,ㄖㄨˊ ㄘˇ,in this way / so,
儒家,ㄖㄨˊ ㄐㄧㄚ,"Confucian school, founded by Confucius 孔子[Kong3 zi3] (551-479 BC) and Mencius 孟子[Meng4 zi3] (c. 372-c. 289 BC)",
入超,ㄖㄨˋ ㄔㄠ,trade deficit / import surplus,
入口,ㄖㄨˋ ㄎㄡˇ,entrance / to import,
入世,ㄖㄨˋ ㄕˋ,to engage with secular society / to involve oneself in human affairs / to join the WTO (abbr. for 加入世界貿易組織入世界贸易组织[jia1 ru4 Shi4 jie4 Mao4 yi4 Zu3 zhi1]),
軟弱,ㄖㄨㄢˇ ㄖㄨㄛˋ,weak / feeble / flabby,
軟體,ㄖㄨㄢˇ ㄊㄧˇ,software (Tw) / soft-bodied (animal),
若,ㄖㄨㄛˋ,to seem / like / as / if,
若干,ㄖㄨㄛˋ ㄍㄢ,a certain number or amount / how many? / how much?,
撒謊,ㄙㄚ ㄏㄨㄤˇ,to tell lies,
撒,ㄙㄚˇ,to scatter / to sprinkle / to spill,
灑,ㄙㄚˇ,to sprinkle / to spray / to spill / to shed,
塞車,ㄙㄞ ㄔㄜ,traffic jam,
賽,ㄙㄞˋ,to compete / competition / match / to surpass / better than / superior to / to excel,
散文,ㄙㄢˇ ㄨㄣˊ,prose / essay,
散布,ㄙㄢˋ ㄅㄨˋ,to disseminate,
散佈,ㄙㄢˋ ㄅㄨˋ,to disseminate,
喪事,ㄙㄤ ㄕˋ,funeral arrangements,
嗓子,ㄙㄤˇ ㄗ˙,throat / voice,把
喪生,ㄙㄤˋ ㄕㄥ,to die / to lose one's life,
騷動,ㄙㄠ ㄉㄨㄥˋ,disturbance / uproar / to become restless,陣
嫂子,ㄙㄠˇ ㄗ˙,(coll.) older brother's wife / sister-in-law,個
色澤,ㄙㄜˋ ㄗㄜˊ,color and luster,
剎車,ㄕㄚ ㄔㄜ,to brake (when driving) / to stop / to switch off / to check (bad habits) / a brake,
煞車,ㄕㄚ ㄔㄜ,to brake (when driving),
沙拉,ㄕㄚ ㄌㄚ,salad (loanword),
沙啞,ㄕㄚ ㄧㄚˇ,hoarse / rough,
傻瓜,ㄕㄚˇ ㄍㄨㄚ,idiot / fool,
山峰,ㄕㄢ ㄈㄥ,(mountain) peak,
山谷,ㄕㄢ ㄍㄨˇ,valley / ravine,
山脈,ㄕㄢ ㄇㄞˋ,mountain range,條
閃電,ㄕㄢˇ ㄉㄧㄢˋ,lightning,道
閃爍,ㄕㄢˇ ㄕㄨㄛˋ,flickering / twinkling / evasive / vague (of speech),
閃耀,ㄕㄢˇ ㄧㄠˋ,to glint / to glitter / to sparkle / to radiate,
擅長,ㄕㄢˋ ㄔㄤˊ,to be good at / to be expert in,
傷害,ㄕㄤ ㄏㄞˋ,to injure / to harm,
傷口,ㄕㄤ ㄎㄡˇ,wound / cut,
傷亡,ㄕㄤ ㄨㄤˊ,casualties / injuries and deaths,
商榷,ㄕㄤ ㄑㄩㄝˋ,to discuss / to bring up various ideas for discussion,
商討,ㄕㄤ ㄊㄠˇ,to discuss / to deliberate,
賞,ㄕㄤˇ,to bestow (a reward) / to give (to an inferior) / to hand down / a reward (bestowed by a superior) / to appreciate (beauty),
尚,ㄕㄤˋ,still / yet / to value / to esteem,
上吊,ㄕㄤˋ ㄉㄧㄠˋ,to hang oneself,
上好,ㄕㄤˋ ㄏㄠˇ,first-rate / top-notch,
上進,ㄕㄤˋ ㄐㄧㄣˋ,to make progress / to do better / fig. ambitious to improve oneself / to move forwards,
上空,ㄕㄤˋ ㄎㄨㄥ,overhead / in the sky,
上路,ㄕㄤˋ ㄌㄨˋ,to start on a journey / to be on one's way,
上門,ㄕㄤˋ ㄇㄣˊ,"to drop in / to visit / to lock a door / (of a shop) to close / to go and live with one's wife's family, in effect becoming a member of her family",
上司,ㄕㄤˋ ㄙ,boss / superior,
上下,ㄕㄤˋ ㄒㄧㄚˋ,up and down / top and bottom / old and new / length / about,
上旬,ㄕㄤˋ ㄒㄩㄣˊ,first third of a month,
上演,ㄕㄤˋ ㄧㄢˇ,to screen (a movie) / to stage (a play) / a screening / a staging,
上癮,ㄕㄤˋ ㄧㄣˇ,to get into a habit / to become addicted,
上漲,ㄕㄤˋ ㄓㄤˇ,to rise / to go up,
燒香,ㄕㄠ ㄒㄧㄤ,to burn incense,
奢侈,ㄕㄜ ㄔˇ,luxurious / extravagant,
奢望,ㄕㄜ ㄨㄤˋ,an extravagant hope / to have excessive expectations,
設,ㄕㄜˋ,to set up / to arrange / to establish / to found / to display,
設施,ㄕㄜˋ ㄕ,facilities / installation,
設想,ㄕㄜˋ ㄒㄧㄤˇ,to imagine / to assume / to envisage / tentative plan / to have consideration for,
射擊,ㄕㄜˋ ㄐㄧˊ,to shoot / to fire (a gun),
射手,ㄕㄜˋ ㄕㄡˇ,archer / shooter / marksman / (football etc) striker,
涉及,ㄕㄜˋ ㄐㄧˊ,to involve / to touch upon (a topic),
涉嫌,ㄕㄜˋ ㄒㄧㄢˊ,to be a suspect (in a crime) / to be suspected of,
社論,ㄕㄜˋ ㄌㄨㄣˋ,editorial (in a newspaper),篇
社區,ㄕㄜˋ ㄑㄩ,community / neighborhood,
攝取,ㄕㄜˋ ㄑㄩˇ,to absorb (nutrients etc) / to assimilate / intake / to take a photograph of (a scene),
攝氏,ㄕㄜˋ ㄕˋ,Celsius / centigrade,
攝影機,ㄕㄜˋ ㄧㄥˇ ㄐㄧ,camera / movie camera,
深奧,ㄕㄣ ㄠˋ,profound / abstruse / recondite / profoundly,
深沉,ㄕㄣ ㄔㄣˊ,"deep / profound / (of a person) reserved / undemonstrative / (of a voice, sound etc) deep / low-pitched",
深度,ㄕㄣ ㄉㄨˋ,depth / (of a speech etc) profundity / advanced stage of development,
深厚,ㄕㄣ ㄏㄡˋ,deep / profound,
深切,ㄕㄣ ㄑㄧㄝˋ,deeply felt / heartfelt / sincere / honest,
深入,ㄕㄣ ㄖㄨˋ,to penetrate deeply / thorough,
深造,ㄕㄣ ㄗㄠˋ,to pursue one's studies,
身段,ㄕㄣ ㄉㄨㄢˋ,a woman's physique / figure / posture on stage,
身教,ㄕㄣ ㄐㄧㄠˋ,to teach by example,
身為,ㄕㄣ ㄨㄟˊ,in the capacity of / as,
身子,ㄕㄣ ㄗ˙,body / pregnancy / health,
伸張,ㄕㄣ ㄓㄤ,to uphold (e.g. justice or virtue) / to promote,
神,ㄕㄣˊ,deity / soul / spirit / unusual / mysterious / lively / expressive / expression / look / (slang) awesome / amazing,個
神情,ㄕㄣˊ ㄑㄧㄥˊ,look / expression,
審核,ㄕㄣˇ ㄏㄜˊ,to audit / to investigate thoroughly,
審判,ㄕㄣˇ ㄆㄢˋ,a trial / to try sb,
審慎,ㄕㄣˇ ㄕㄣˋ,prudent / cautious,
審議,ㄕㄣˇ ㄧˋ,deliberation / pondering / due consideration,
甚,ㄕㄣˋ,what / very / extremely / any,
滲入,ㄕㄣˋ ㄖㄨˋ,to permeate,
生詞,ㄕㄥ ㄘˊ,new word (in textbook) / word that is unfamiliar or not yet studied,組 / 個
生火,ㄕㄥ ㄏㄨㄛˇ,to make a fire / to light a fire,
生理,ㄕㄥ ㄌㄧˇ,physiology,
生平,ㄕㄥ ㄆㄧㄥˊ,life (a person's whole life) / in one's entire life,
生氣,ㄕㄥ ㄑㄧˋ,to get angry / to take offense / angry / vitality / liveliness,
生前,ㄕㄥ ㄑㄧㄢˊ,(of a deceased) during one's life / while living,
生人,ㄕㄥ ㄖㄣˊ,stranger / living person / to give birth / to be born (in a certain time or place),
生死,ㄕㄥ ㄙˇ,life or death,
生態,ㄕㄥ ㄊㄞˋ,ecology,
生物,ㄕㄥ ㄨˋ,organism / living creature / life form / biological,個
生效,ㄕㄥ ㄒㄧㄠˋ,to take effect / to go into effect,
生硬,ㄕㄥ ㄧㄥˋ,stiff / harsh,
生育,ㄕㄥ ㄩˋ,to bear / to give birth / to grow / to rear / to bring up (children) / fertility,
生育,ㄕㄥ ㄩˋ,to bear / to give birth / to grow / to rear / to bring up (children) / fertility,
生殖,ㄕㄥ ㄓˊ,to reproduce / to flourish,
升遷,ㄕㄥ ㄑㄧㄢ,promote / promotion,
升值,ㄕㄥ ㄓˊ,to rise in value / to appreciate,
聲稱,ㄕㄥ ㄔㄥ,to claim / to state / to proclaim / to assert,
聲明,ㄕㄥ ㄇㄧㄥˊ,to state / to declare / statement / declaration,項 / 份
聲勢,ㄕㄥ ㄕˋ,fame and power / prestige / influence / impetus / momentum,
省,ㄕㄥˇ,to inspect / to examine / to be aware / to pay a visit (to one's parents or elders),
省事,ㄕㄥˇ ㄕˋ,to handle administrative work,
盛,ㄕㄥˋ,flourishing / vigorous / magnificent / extensively,
盛情,ㄕㄥˋ ㄑㄧㄥˊ,great kindness / magnificent hospitality,
盛行,ㄕㄥˋ ㄒㄧㄥˊ,to be in vogue / to be prevalent,
盛裝,ㄕㄥˋ ㄓㄨㄤ,splendid clothes / rich attire / one's Sunday best,
勝地,ㄕㄥˋ ㄉㄧˋ,well-known scenic spot,
聖賢,ㄕㄥˋ ㄒㄧㄢˊ,a sage / wise and holy man / virtuous ruler / Buddhist lama / wine,
失,ㄕ,to lose / to miss / to fail,
失靈,ㄕ ㄌㄧㄥˊ,out of order (of machine) / not working properly / a failing (of a system),
失落,ㄕ ㄌㄨㄛˋ,to lose (sth) / to drop (sth) / to feel a sense of loss / frustrated / disappointment / loss,
失明,ㄕ ㄇㄧㄥˊ,to lose one's eyesight / to become blind / blindness,
失事,ㄕ ㄕˋ,"(of a plane, ship etc) to have an accident (plane crash, shipwreck, vehicle collision etc) / to mess things up",
失手,ㄕ ㄕㄡˇ,a slip / miscalculation / unwise move / accidentally / by mistake / to lose control / to be defeated,
失蹤,ㄕ ㄗㄨㄥ,to be missing / to disappear / unaccounted for,
師範,ㄕ ㄈㄢˋ,"teacher-training / pedagogical / normal (school, e.g. Beijing Normal University)",
施肥,ㄕ ㄈㄟˊ,to spread manure / to apply fertilizer,
施行,ㄕ ㄒㄧㄥˊ,to put in place / to put into practice / to take effect,
屍體,ㄕ ㄊㄧˇ,dead body / corpse / carcass,具
石膏,ㄕˊ ㄍㄠ,gypsum CaSO4·2(H2O) / plaster / plaster cast (for a broken bone),
十足,ㄕˊ ㄗㄨˊ,ample / complete / hundred percent / a pure shade (of some color),
拾,ㄕˊ,to pick up / to collate or arrange / ten (banker's anti-fraud numeral),
時差,ㄕˊ ㄔㄚ,time difference / time lag / jet lag,
時光,ㄕˊ ㄍㄨㄤ,time / era / period of time,
時節,ㄕˊ ㄐㄧㄝˊ,season / time,
時髦,ㄕˊ ㄇㄠˊ,in vogue / fashionable,
時效,ㄕˊ ㄒㄧㄠˋ,effectiveness for a given period of time / prescription (law) / aging (metallurgy),
實地,ㄕˊ ㄉㄧˋ,on-site,
實踐,ㄕˊ ㄐㄧㄢˋ,practice / to put into practice / to live up to (a promise) / to carry out (a project),
實況,ㄕˊ ㄎㄨㄤˋ,live (e.g. broadcast or recording) / what is actually happening / scene / the real situation,
實例,ㄕˊ ㄌㄧˋ,actual example / living example / illustration / demonstration / (computing) instance,
實習,ㄕˊ ㄒㄧˊ,to practice / field work / to intern / internship,
實證,ㄕˊ ㄓㄥˋ,actual proof / concrete evidence / empirical,
實質,ㄕˊ ㄓˊ,substance / essence,
屎,ㄕˇ,stool / feces / ear wax / nasal mucus,
史料,ㄕˇ ㄌㄧㄠˋ,historical material or data,
使喚,ㄕˇ ㄏㄨㄢˋ,to order sb about / to use sb,
使節,ㄕˇ ㄐㄧㄝˊ,(diplomatic) envoy,
使勁,ㄕˇ ㄐㄧㄥˋ,to exert all one's strength,
使命,ㄕˇ ㄇㄧㄥˋ,mission / long-term task to which one devotes oneself / a calling,
士兵,ㄕˋ ㄅㄧㄥ,soldier,個
仕女,ㄕˋ ㄋㄩˇ,court lady / palace maid / traditional painting of beautiful women,
示範,ㄕˋ ㄈㄢˋ,to demonstrate / to show how to do sth / demonstration / a model example,
市面,ㄕˋ ㄇㄧㄢˋ,market (usually in the abstract sense),
市容,ㄕˋ ㄖㄨㄥˊ,appearance of a city,
世代,ㄕˋ ㄉㄞˋ,for many generations / generation / era / age,
世間,ㄕˋ ㄐㄧㄢ,world / earth,
世事,ㄕˋ ㄕˋ,affairs of life / things of the world,
試卷,ㄕˋ ㄐㄩㄢˋ,examination paper / test paper,份 / 張
試圖,ㄕˋ ㄊㄨˊ,to attempt / to try,
逝世,ㄕˋ ㄕˋ,to pass away / to die,
勢必,ㄕˋ ㄅㄧˋ,to be bound to / undoubtedly will,
事故,ㄕˋ ㄍㄨˋ,accident,樁 / 起 / 次
事變,ㄕˋ ㄅㄧㄢˋ,incident / unforeseen event / events (in general),
事態,ㄕˋ ㄊㄞˋ,situation / existing state of affairs,
事務,ㄕˋ ㄨˋ,"(political, economic etc) affairs / work / transaction (as in a computer database)",
事宜,ㄕˋ ㄧˊ,matters / arrangements,
釋放,ㄕˋ ㄈㄤˋ,to release / to set free / to liberate (a prisoner) / to discharge,
嗜好,ㄕˋ ㄏㄠˋ,hobby / indulgence / habit / addiction,
視為,ㄕˋ ㄨㄟˊ,to view as / to see as / to consider to be / to deem,
室友,ㄕˋ ㄧㄡˇ,roommate,
適宜,ㄕˋ ㄧˊ,suitable / appropriate,
適中,ㄕˋ ㄓㄨㄥ,moderate / reasonable / conveniently situated,
收藏,ㄕㄡ ㄘㄤˊ,to hoard / to collect / collection / to bookmark (Internet),
收費,ㄕㄡ ㄈㄟˋ,to charge a fee,
收集,ㄕㄡ ㄐㄧˊ,to gather / to collect,
收買,ㄕㄡ ㄇㄞˇ,to purchase / to bribe,
收縮,ㄕㄡ ㄙㄨㄛ,to pull back / to shrink / to contract / (physiology) systole,
收聽,ㄕㄡ ㄊㄧㄥ,to listen to (a radio broadcast),
收益,ㄕㄡ ㄧˋ,earnings / profit,
手冊,ㄕㄡˇ ㄘㄜˋ,manual / handbook,
手槍,ㄕㄡˇ ㄑㄧㄤ,pistol,把
手勢,ㄕㄡˇ ㄕˋ,gesture / sign / signal,
守,ㄕㄡˇ,to guard / to defend / to keep watch / to abide by the law / to observe (rules or ritual) / nearby / adjoining,
守護,ㄕㄡˇ ㄏㄨˋ,to guard / to protect,
首府,ㄕㄡˇ ㄈㄨˇ,capital city of an autonomous region,
首領,ㄕㄡˇ ㄌㄧㄥˇ,head / boss / chief,
首席,ㄕㄡˇ ㄒㄧˊ,"chief (representative, correspondent etc)",
首飾,ㄕㄡˇ ㄕˋ,jewelry / head ornament,
首先,ㄕㄡˇ ㄒㄧㄢ,first (of all) / in the first place,
首長,ㄕㄡˇ ㄓㄤˇ,senior official,
受害,ㄕㄡˋ ㄏㄞˋ,"to suffer damage, injury etc / damaged / injured / killed / robbed",
受訓,ㄕㄡˋ ㄒㄩㄣˋ,to receive training,
售貨員,ㄕㄡˋ ㄏㄨㄛˋ ㄩㄢˊ,salesperson,個
授課,ㄕㄡˋ ㄎㄜˋ,to teach / to give lessons,
狩獵,ㄕㄡˋ ㄌㄧㄝˋ,to hunt / hunting,
壽星,ㄕㄡˋ ㄒㄧㄥ,god of longevity / elderly person whose birthday is being celebrated,
疏導,ㄕㄨ ㄉㄠˇ,to dredge / to open up a path for / to remove obstructions / to clear the way / to enlighten / persuasion,
疏散,ㄕㄨ ㄙㄢˋ,to scatter / to disperse / to evacuate / scattered / to relax,
梳,ㄕㄨ,a comb / to comb,
書本,ㄕㄨ ㄅㄣˇ,book,本
書面,ㄕㄨ ㄇㄧㄢˋ,in writing / written,
書寫,ㄕㄨ ㄒㄧㄝˇ,to write,
舒暢,ㄕㄨ ㄔㄤˋ,happy / entirely free from worry,
舒展,ㄕㄨ ㄓㄢˇ,to roll out / to extend / to smooth out / to unfold,
輸血,ㄕㄨ ㄒㄧㄝˇ,to transfuse blood / to give aid and support,
束縛,ㄕㄨˋ ㄈㄨˊ,to bind / to restrict / to tie / to commit / fetters,
樹苗,ㄕㄨˋ ㄇㄧㄠˊ,sapling,
數據,ㄕㄨˋ ㄐㄩˋ,data / numbers / digital,
率,ㄕㄨㄞˋ,to lead / to command / rash / hasty / frank / straightforward / generally / usually,
霜,ㄕㄨㄤ,frost / white powder or cream spread over a surface / frosting / (skin) cream,
雙重,ㄕㄨㄤ ㄔㄨㄥˊ,double,
雙打,ㄕㄨㄤ ㄉㄚˇ,doubles (in sports),場
爽快,ㄕㄨㄤˇ ㄎㄨㄞˋ,refreshed / rejuvenated / frank and straightforward,
水道,ㄕㄨㄟˇ ㄉㄠˋ,aqueduct / sewer,
水稻,ㄕㄨㄟˇ ㄉㄠˋ,rice / paddy,株
水晶,ㄕㄨㄟˇ ㄐㄧㄥ,crystal,
水庫,ㄕㄨㄟˇ ㄎㄨˋ,reservoir,座
水力,ㄕㄨㄟˇ ㄌㄧˋ,hydraulic power,
水泥,ㄕㄨㄟˇ ㄋㄧˊ,cement,袋
水源,ㄕㄨㄟˇ ㄩㄢˊ,water source / water supply / headwaters of a river,
水蒸氣,ㄕㄨㄟˇ ㄓㄥ ㄑㄧˋ,vapor,
睡眠,ㄕㄨㄟˋ ㄇㄧㄢˊ,sleep / to sleep / (computing) to enter sleep mode,
順從,ㄕㄨㄣˋ ㄘㄨㄥˊ,obedient / to comply / to submit / to defer,
順應,ㄕㄨㄣˋ ㄧㄥˋ,to comply / to conform to / in tune with / adapting to / to adjust to,
瞬間,ㄕㄨㄣˋ ㄐㄧㄢ,in an instant / in a flash,
說謊,ㄕㄨㄛ ㄏㄨㄤˇ,to lie / to tell an untruth,
說笑,ㄕㄨㄛ ㄒㄧㄠˋ,to chat and laugh / to crack jokes / to banter,
思潮,ㄙ ㄔㄠˊ,tide of thought / way of thinking characteristic of a historical period / Zeitgeist,
思念,ㄙ ㄋㄧㄢˋ,to think of / to long for / to miss,
思維,ㄙ ㄨㄟˊ,(line of) thought / thinking,
絲毫,ㄙ ㄏㄠˊ,the slightest amount or degree / a bit,
司令,ㄙ ㄌㄧㄥˋ,commanding officer,
斯文,ㄙ ㄨㄣˊ,refined / educate / cultured / intellectual / polite / gentle,
私心,ㄙ ㄒㄧㄣ,selfishness / selfish motives,
賜,ㄙˋ,to confer / to bestow / to grant,
似的,ㄙˋ ㄉㄜ˙,seems as if / rather like / Taiwan pr. [si4 de5],
似地,ㄙˋ ㄉㄜ˙,seems as if / rather like / Taiwan pr. [si4 de5],
松樹,ㄙㄨㄥ ㄕㄨˋ,pine / pine tree,棵
慫恿,ㄙㄨㄥˇ ㄩㄥˇ,to instigate / to incite / to egg sb on,
搜集,ㄙㄡ ㄐㄧˊ,to gather / to collect,
俗稱,ㄙㄨˊ ㄔㄥ,commonly referred to as / common term,
俗語,ㄙㄨˊ ㄩˇ,common saying / proverb / colloquial speech,
塑膠,ㄙㄨˋ ㄐㄧㄠ,plastic / synthetic resin / plastic cement,
訴苦,ㄙㄨˋ ㄎㄨˇ,to grumble / to complain / grievance,
素食,ㄙㄨˋ ㄕˊ,vegetables / vegetarian food,
素質,ㄙㄨˋ ㄓˊ,inner quality / basic essence,
算命,ㄙㄨㄢˋ ㄇㄧㄥˋ,fortune-telling / to tell fortune,
算術,ㄙㄨㄢˋ ㄕㄨˋ,arithmetic / sums (mathematics as primary school subject),
雖說,ㄙㄨㄟ ㄕㄨㄛ,though / although,
隨,ㄙㄨㄟˊ,to follow / to comply with / varying according to... / to allow / subsequently,
隨,ㄙㄨㄟˊ,to follow / to comply with / varying according to... / to allow / subsequently,
隨後,ㄙㄨㄟˊ ㄏㄡˋ,soon after,
隨即,ㄙㄨㄟˊ ㄐㄧˊ,immediately / presently / following which,
隨身,ㄙㄨㄟˊ ㄕㄣ,to (carry) on one's person / to (take) with one,
隨同,ㄙㄨㄟˊ ㄊㄨㄥˊ,accompanying,
隧道,ㄙㄨㄟˋ ㄉㄠˋ,tunnel,
歲月,ㄙㄨㄟˋ ㄩㄝˋ,years / time,
損,ㄙㄨㄣˇ,to decrease / to lose / to damage / to harm / (coll.) to speak sarcastically / to deride / caustic / mean / one of the 64 hexagrams of the Book of Changes (䷨),
損害,ㄙㄨㄣˇ ㄏㄞˋ,harm / to damage / to impair,
損壞,ㄙㄨㄣˇ ㄏㄨㄞˋ,to damage / to injure,
損傷,ㄙㄨㄣˇ ㄕㄤ,to harm / to damage / to injure / impairment / loss / disability,
縮小,ㄙㄨㄛ ㄒㄧㄠˇ,to reduce / to decrease / to shrink,
所得,ㄙㄨㄛˇ ㄉㄜˊ,what one acquires / one's gains,
所在,ㄙㄨㄛˇ ㄗㄞˋ,place / location / (after a noun) place where it is located,
索賠,ㄙㄨㄛˇ ㄆㄟˊ,to ask for compensation / to claim damages / claim for damages,
瑣碎,ㄙㄨㄛˇ ㄙㄨㄟˋ,trifling / trivial / tedious / inconsequential,
牠,ㄊㄚ,it (used for animals),
他人,ㄊㄚ ㄖㄣˊ,another / sb else / other people,
塔,ㄊㄚˇ,pagoda / tower / minaret / stupa (abbr. loanword from Sanskrit tapo),座
踏實,ㄊㄚˋ ㄕˊ,firmly-based / steady / steadfast / to have peace of mind / free from anxiety / Taiwan pr. [ta4 shi2],
台,ㄊㄞˊ,(classical) you (in letters) / variant of 臺[tai2],
台階,ㄊㄞˊ ㄐㄧㄝ,step (of a stair),
太極拳,ㄊㄞˋ ㄐㄧˊ ㄑㄩㄢˊ,"shadowboxing or Taiji, T'aichi or T'aichichuan / traditional form of physical exercise or relaxation / a martial art",
太平,ㄊㄞˋ ㄆㄧㄥˊ,peace and security,
態勢,ㄊㄞˋ ㄕˋ,posture / situation,
貪,ㄊㄢ,to have a voracious desire for / to covet / greedy / corrupt,
貪心,ㄊㄢ ㄒㄧㄣ,greedy,
攤位,ㄊㄢ ㄨㄟˋ,vendor's booth,
痰,ㄊㄢˊ,phlegm / spittle,
談論,ㄊㄢˊ ㄌㄨㄣˋ,to discuss / to talk about,
彈性,ㄊㄢˊ ㄒㄧㄥˋ,flexibility / elasticity,
坦克,ㄊㄢˇ ㄎㄜˋ,tank (military vehicle) (loanword),
坦然,ㄊㄢˇ ㄖㄢˊ,calm / undisturbed,
探病,ㄊㄢˋ ㄅㄧㄥˋ,to visit a sick person or patient,
探究,ㄊㄢˋ ㄐㄧㄡˋ,to investigate / to delve / to probe / to enquire into / to look into,
探索,ㄊㄢˋ ㄙㄨㄛˇ,to explore / to probe,
探望,ㄊㄢˋ ㄨㄤˋ,to visit / to call on sb / to look around,
探險,ㄊㄢˋ ㄒㄧㄢˇ,to explore / to go on an expedition / adventure,
湯圓,ㄊㄤ ㄩㄢˊ,"boiled balls of glutinous rice flour, eaten during the Lantern Festival",
堂堂,ㄊㄤˊ ㄊㄤˊ,grand / magnificent / stately / majestic appearance,
倘若,ㄊㄤˇ ㄖㄨㄛˋ,provided that / supposing that / if,
陶器,ㄊㄠˊ ㄑㄧˋ,pottery,
逃生,ㄊㄠˊ ㄕㄥ,to flee for one's life,
逃稅,ㄊㄠˊ ㄕㄨㄟˋ,to evade a tax,
淘汰,ㄊㄠˊ ㄊㄞˋ,to wash out / elimination (by selection) / natural selection / to knock out (in a competition) / to die out / to phase out,
套房,ㄊㄠˋ ㄈㄤˊ,suite / apartment / flat,
套裝,ㄊㄠˋ ㄓㄨㄤ,outfit or suit (of clothes) / set of coordinated items / kit,
特此,ㄊㄜˋ ㄘˇ,hereby,
特區,ㄊㄜˋ ㄑㄩ,special administrative region / abbr. for 特別行政區别行政区,
特權,ㄊㄜˋ ㄑㄩㄢˊ,prerogative / privilege / privileged,
特約,ㄊㄜˋ ㄩㄝ,specially engaged / employed or commissioned for a special task,
特徵,ㄊㄜˋ ㄓㄥ,characteristic / diagnostic property / distinctive feature / trait,
疼愛,ㄊㄥˊ ㄞˋ,to love dearly,
剔除,ㄊㄧ ㄔㄨˊ,to reject / to discard / to get rid of,
啼,ㄊㄧˊ,to cry / to weep aloud / to crow / to hoot,
提拔,ㄊㄧˊ ㄅㄚˊ,to promote to a higher job / to select for promotion,
提倡,ㄊㄧˊ ㄔㄤˋ,to promote / to advocate,
提出,ㄊㄧˊ ㄔㄨ,to raise (an issue) / to propose / to put forward / to suggest / to post (on a website) / to withdraw (cash),
提及,ㄊㄧˊ ㄐㄧˊ,to mention / to raise (a subject) / to bring to sb's attention,
提名,ㄊㄧˊ ㄇㄧㄥˊ,to nominate,
提升,ㄊㄧˊ ㄕㄥ,to promote / to upgrade,
提議,ㄊㄧˊ ㄧˋ,proposal / suggestion / to propose / to suggest,
體操,ㄊㄧˇ ㄘㄠ,gymnastic / gymnastics,
體格,ㄊㄧˇ ㄍㄜˊ,bodily health / one's physical state / physique,
